user_id,signup_date,days_since_signup,acquisition_channel,country,device_primary,used_save_for_later,product_views,sessions,ever_purchased
114,2024-01-02,850,referral,US,web,0,77,63,1
115,2024-01-02,850,paid_search,UK,ios,1,73,67,1
116,2024-01-02,850,email,US,web,1,76,56,0
117,2024-01-02,850,organic,US,android,1,66,57,1
118,2024-01-02,850,social,US,android,1,75,59,1
119,2024-01-02,850,paid_search,US,ios,0,46,46,1
120,2024-01-02,850,paid_search,US,web,1,54,41,1
121,2024-01-02,850,paid_search,US,web,1,63,52,1
122,2024-01-02,850,paid_search,US,ios,0,69,53,1
123,2024-01-02,850,email,US,ios,1,68,58,1
124,2024-01-02,850,paid_search,US,android,0,58,55,1
125,2024-01-02,850,social,CA,web,0,68,55,1
126,2024-01-02,850,organic,AU,ios,1,84,54,1
127,2024-01-02,850,paid_search,US,web,1,64,53,1
128,2024-01-02,850,paid_search,CA,web,0,58,48,1
129,2024-01-02,850,social,US,android,1,77,52,0
130,2024-01-02,850,email,US,android,1,74,56,1
131,2024-01-02,850,social,US,ios,1,55,50,1
132,2024-01-02,850,social,US,web,0,49,38,1
133,2024-01-02,850,paid_search,US,web,0,61,53,1
134,2024-01-02,850,organic,DE,ios,0,71,51,0
135,2024-01-02,850,social,US,web,1,61,49,1
136,2024-01-02,850,paid_search,US,ios,1,59,43,0
137,2024-01-02,850,referral,CA,ios,1,85,60,1
138,2024-01-02,850,referral,DE,web,0,77,69,1
139,2024-01-02,850,organic,US,web,1,60,54,1
140,2024-01-02,850,organic,US,android,1,63,50,1
141,2024-01-02,850,paid_search,UK,ios,0,69,56,0
142,2024-01-02,850,organic,UK,ios,1,57,52,1
143,2024-01-02,850,organic,DE,android,1,82,64,1
144,2024-01-02,850,paid_search,UK,android,1,39,45,1
145,2024-01-02,850,referral,US,ios,1,71,61,1
146,2024-01-02,850,organic,US,ios,0,57,55,1
147,2024-01-02,850,email,US,android,1,77,54,1
148,2024-01-02,850,paid_search,US,web,1,67,61,1
149,2024-01-02,850,social,US,ios,1,80,53,1
150,2024-01-02,850,organic,US,android,1,63,50,1
151,2024-01-02,850,organic,US,ios,1,66,55,1
152,2024-01-02,850,organic,US,ios,0,61,51,0
153,2024-01-02,850,email,AU,web,1,68,53,1
154,2024-01-02,850,referral,US,ios,1,58,40,1
155,2024-01-02,850,organic,CA,ios,1,66,51,1
156,2024-01-02,850,paid_search,US,web,1,65,58,1
157,2024-01-02,850,paid_search,US,ios,1,77,67,1
158,2024-01-02,850,organic,CA,web,1,57,51,1
159,2024-01-02,850,email,US,web,1,68,59,1
160,2024-01-02,850,social,US,ios,0,65,49,0
161,2024-01-02,850,paid_search,US,web,0,65,56,1
162,2024-01-02,850,organic,US,ios,1,60,52,0
163,2024-01-02,850,organic,AU,web,0,45,52,1
164,2024-01-02,850,paid_search,US,web,1,67,47,0
165,2024-01-02,850,social,US,web,1,114,70,0
166,2024-01-02,850,social,AU,ios,1,70,68,1
167,2024-01-02,850,referral,DE,web,1,65,56,1
168,2024-01-02,850,social,US,android,1,84,67,1
169,2024-01-02,850,referral,UK,ios,1,75,60,1
170,2024-01-02,850,paid_search,US,ios,1,57,51,0
171,2024-01-02,850,referral,US,web,1,52,45,1
172,2024-01-02,850,paid_search,US,ios,1,76,61,1
173,2024-01-02,850,organic,DE,web,0,65,53,1
174,2024-01-02,850,referral,US,ios,1,78,59,1
175,2024-01-02,850,organic,US,web,1,79,62,1
176,2024-01-02,850,organic,other,web,0,52,55,1
177,2024-01-02,850,paid_search,US,web,1,57,43,1
178,2024-01-02,850,paid_search,US,web,0,74,53,1
179,2024-01-02,850,organic,US,ios,1,75,52,1
180,2024-01-02,850,social,US,web,1,55,48,1
181,2024-01-02,850,organic,US,android,1,83,60,1
182,2024-01-02,850,organic,CA,android,1,68,42,1
183,2024-01-02,850,email,AU,android,1,74,58,1
184,2024-01-02,850,organic,US,android,1,58,54,0
185,2024-01-02,850,paid_search,US,web,1,57,46,1
186,2024-01-02,850,organic,DE,android,1,87,65,1
187,2024-01-02,850,email,DE,ios,1,97,68,0
188,2024-01-02,850,organic,UK,android,0,65,44,1
189,2024-01-02,850,organic,AU,ios,1,63,66,0
190,2024-01-02,850,paid_search,US,ios,1,59,56,1
191,2024-01-02,850,organic,US,android,1,79,68,1
192,2024-01-02,850,organic,US,ios,1,59,54,1
193,2024-01-02,850,organic,UK,ios,1,66,55,1
194,2024-01-02,850,paid_search,US,web,1,61,52,1
195,2024-01-02,850,email,DE,ios,1,64,49,1
196,2024-01-02,850,paid_search,DE,web,1,72,55,1
197,2024-01-02,850,referral,US,web,1,66,64,1
198,2024-01-02,850,email,US,ios,1,75,57,0
199,2024-01-02,850,referral,UK,ios,0,60,47,1
200,2024-01-02,850,referral,US,android,1,81,61,1
201,2024-01-02,850,referral,US,web,1,57,52,1
202,2024-01-02,850,organic,US,web,1,56,48,1
203,2024-01-02,850,organic,US,web,0,58,50,1
204,2024-01-02,850,organic,US,ios,1,70,48,1
205,2024-01-02,850,social,US,ios,0,59,48,1
206,2024-01-02,850,paid_search,US,ios,1,72,62,1
207,2024-01-02,850,paid_search,US,ios,0,73,62,1
208,2024-01-02,850,referral,AU,web,1,48,39,1
209,2024-01-02,850,organic,US,android,1,57,48,0
210,2024-01-02,850,referral,US,ios,1,77,50,1
211,2024-01-02,850,paid_search,US,ios,1,59,44,1
212,2024-01-02,850,paid_search,other,web,1,73,56,1
213,2024-01-02,850,organic,US,ios,1,62,51,0
214,2024-01-02,850,organic,US,ios,1,84,67,1
215,2024-01-02,850,paid_search,UK,ios,0,61,43,0
216,2024-01-02,850,referral,US,android,1,54,54,1
217,2024-01-02,850,social,UK,ios,1,69,55,1
218,2024-01-02,850,referral,US,android,1,64,51,1
219,2024-01-02,850,paid_search,US,ios,1,59,46,1
220,2024-01-02,850,social,US,web,1,86,61,1
221,2024-01-02,850,paid_search,US,android,1,61,51,1
222,2024-01-02,850,organic,AU,web,1,78,62,1
223,2024-01-02,850,paid_search,CA,android,1,73,61,0
224,2024-01-02,850,organic,US,web,1,88,60,1
225,2024-01-02,850,social,US,android,1,86,62,1
226,2024-01-02,850,email,US,web,0,53,40,1
227,2024-01-02,850,referral,US,web,1,58,55,0
228,2024-01-02,850,organic,AU,web,1,82,61,1
229,2024-01-02,850,paid_search,US,android,1,57,56,1
230,2024-01-02,850,social,CA,ios,1,67,54,1
231,2024-01-02,850,social,US,ios,0,89,74,1
232,2024-01-02,850,organic,US,web,1,72,63,1
233,2024-01-02,850,paid_search,US,ios,0,65,55,1
234,2024-01-02,850,paid_search,US,android,0,45,38,0
235,2024-01-02,850,referral,US,web,1,60,55,1
236,2024-01-02,850,referral,US,ios,0,84,62,1
237,2024-01-02,850,social,US,web,1,63,53,1
238,2024-01-02,850,organic,US,ios,1,74,55,1
239,2024-01-02,850,paid_search,US,ios,1,55,58,1
240,2024-01-02,850,referral,US,android,1,67,55,1
241,2024-01-02,850,organic,US,web,1,56,57,0
242,2024-01-02,850,referral,US,ios,1,56,57,0
243,2024-01-02,850,organic,US,web,0,52,46,1
244,2024-01-02,850,email,US,android,0,73,59,0
245,2024-01-02,850,email,US,web,1,62,55,0
246,2024-01-02,850,email,US,web,0,61,53,1
247,2024-01-02,850,paid_search,CA,web,1,84,56,1
248,2024-01-02,850,referral,CA,ios,1,67,53,1
249,2024-01-02,850,paid_search,US,android,0,63,53,1
250,2024-01-02,850,organic,CA,ios,0,69,51,1
251,2024-01-02,850,paid_search,US,android,0,78,56,1
252,2024-01-02,850,referral,US,web,1,67,52,1
253,2024-01-03,849,organic,US,android,0,49,49,0
254,2024-01-03,849,paid_search,other,ios,1,61,52,1
255,2024-01-03,849,paid_search,US,ios,0,60,55,1
256,2024-01-03,849,referral,US,ios,0,78,55,1
257,2024-01-03,849,organic,CA,web,1,61,51,1
258,2024-01-03,849,organic,US,web,1,63,51,1
259,2024-01-03,849,organic,US,web,1,49,45,1
260,2024-01-03,849,social,US,android,0,53,48,0
261,2024-01-03,849,social,DE,web,0,40,39,1
262,2024-01-03,849,paid_search,US,web,1,64,55,1
263,2024-01-03,849,paid_search,US,ios,0,53,39,0
264,2024-01-03,849,paid_search,US,web,0,59,54,1
265,2024-01-03,849,organic,US,web,1,68,54,1
266,2024-01-03,849,organic,UK,web,1,63,51,1
267,2024-01-03,849,paid_search,US,web,1,64,59,1
268,2024-01-03,849,email,US,android,0,93,62,0
269,2024-01-03,849,paid_search,US,ios,1,68,47,1
270,2024-01-03,849,paid_search,DE,ios,1,86,71,1
271,2024-01-03,849,referral,US,ios,1,62,53,0
272,2024-01-03,849,paid_search,CA,web,1,59,55,0
273,2024-01-03,849,organic,US,web,1,55,50,1
274,2024-01-03,849,paid_search,US,android,1,59,50,1
275,2024-01-03,849,organic,UK,ios,1,58,49,0
276,2024-01-03,849,email,US,android,1,58,52,1
277,2024-01-03,849,email,US,android,1,78,50,1
278,2024-01-03,849,organic,US,web,1,73,62,1
279,2024-01-03,849,paid_search,AU,android,0,67,51,1
280,2024-01-03,849,organic,US,ios,1,52,49,0
281,2024-01-03,849,organic,UK,ios,1,54,47,0
282,2024-01-03,849,organic,US,ios,1,80,64,0
283,2024-01-03,849,organic,AU,web,1,70,57,0
284,2024-01-03,849,social,UK,android,1,58,45,0
285,2024-01-03,849,paid_search,US,web,1,70,57,1
286,2024-01-03,849,social,UK,web,1,66,59,1
287,2024-01-03,849,email,US,android,1,72,55,1
288,2024-01-03,849,email,AU,android,1,76,63,1
289,2024-01-03,849,organic,other,web,0,62,49,1
290,2024-01-03,849,paid_search,US,web,1,65,59,1
291,2024-01-03,849,email,US,ios,1,68,53,1
292,2024-01-03,849,email,UK,ios,1,58,47,0
293,2024-01-03,849,social,US,android,1,73,62,0
294,2024-01-03,849,organic,AU,web,0,67,53,1
295,2024-01-03,849,paid_search,US,ios,1,69,64,1
296,2024-01-03,849,organic,US,ios,1,83,66,1
297,2024-01-03,849,organic,US,ios,0,68,59,1
298,2024-01-03,849,organic,US,web,1,82,62,1
299,2024-01-03,849,social,US,android,1,73,64,1
300,2024-01-03,849,social,US,ios,1,77,61,1
301,2024-01-03,849,paid_search,US,ios,1,64,45,1
302,2024-01-03,849,email,US,ios,1,72,51,0
303,2024-01-03,849,social,DE,android,0,52,46,0
304,2024-01-03,849,paid_search,UK,android,1,77,57,1
305,2024-01-03,849,referral,AU,ios,1,68,51,1
306,2024-01-03,849,organic,US,web,0,62,58,1
307,2024-01-03,849,paid_search,US,web,0,84,69,1
308,2024-01-03,849,organic,US,android,1,85,61,1
309,2024-01-03,849,email,UK,ios,0,87,58,1
310,2024-01-03,849,organic,DE,web,1,66,62,1
311,2024-01-03,849,organic,US,ios,0,71,47,1
312,2024-01-03,849,social,US,web,1,80,70,1
313,2024-01-03,849,email,US,web,0,56,45,0
314,2024-01-03,849,referral,US,ios,1,56,56,1
315,2024-01-03,849,organic,UK,android,1,55,43,1
316,2024-01-03,849,email,US,ios,1,66,58,1
317,2024-01-03,849,organic,US,ios,1,70,66,1
318,2024-01-03,849,organic,UK,ios,0,53,54,0
319,2024-01-03,849,organic,other,ios,1,54,52,1
320,2024-01-03,849,organic,US,ios,1,43,45,1
321,2024-01-03,849,paid_search,US,android,0,71,59,1
322,2024-01-03,849,social,US,android,1,53,58,1
323,2024-01-03,849,paid_search,UK,ios,1,48,56,1
324,2024-01-03,849,paid_search,US,ios,1,82,56,1
325,2024-01-03,849,social,US,android,1,69,59,0
326,2024-01-03,849,referral,UK,ios,0,41,39,0
327,2024-01-03,849,organic,US,android,0,59,52,1
328,2024-01-03,849,paid_search,US,web,1,70,51,1
329,2024-01-03,849,email,AU,web,1,97,71,1
330,2024-01-03,849,organic,UK,ios,0,45,40,1
331,2024-01-03,849,organic,US,ios,1,43,48,0
332,2024-01-03,849,organic,US,web,0,57,52,1
333,2024-01-03,849,social,CA,android,1,50,43,1
334,2024-01-03,849,organic,DE,web,1,86,68,1
335,2024-01-03,849,organic,US,ios,1,71,54,0
336,2024-01-03,849,paid_search,CA,ios,1,55,55,1
337,2024-01-03,849,paid_search,US,web,1,64,57,0
338,2024-01-03,849,email,US,android,1,47,52,1
339,2024-01-03,849,paid_search,US,web,1,69,60,1
340,2024-01-03,849,referral,US,ios,0,61,49,1
341,2024-01-03,849,paid_search,US,ios,1,66,52,1
342,2024-01-03,849,paid_search,US,android,0,54,42,1
343,2024-01-03,849,paid_search,US,web,1,73,59,1
344,2024-01-03,849,organic,UK,ios,1,71,70,1
345,2024-01-03,849,organic,US,android,0,58,53,0
346,2024-01-03,849,organic,US,web,1,86,69,1
347,2024-01-03,849,organic,CA,web,1,62,50,1
348,2024-01-03,849,social,US,ios,0,68,52,1
349,2024-01-03,849,referral,US,ios,1,68,62,1
350,2024-01-03,849,paid_search,US,android,1,76,60,1
351,2024-01-03,849,organic,US,web,1,66,48,0
352,2024-01-03,849,organic,US,android,1,75,58,1
353,2024-01-03,849,paid_search,US,android,1,73,60,0
354,2024-01-03,849,paid_search,US,web,1,62,56,1
355,2024-01-03,849,email,US,web,1,69,54,1
356,2024-01-03,849,email,US,ios,1,54,50,1
357,2024-01-03,849,email,CA,ios,1,45,46,0
358,2024-01-03,849,social,AU,web,1,49,41,1
359,2024-01-03,849,referral,other,ios,1,60,50,1
360,2024-01-03,849,referral,US,ios,1,45,52,1
361,2024-01-03,849,organic,US,ios,1,91,61,1
362,2024-01-03,849,social,US,android,1,69,58,0
363,2024-01-04,848,paid_search,US,ios,1,52,55,1
364,2024-01-04,848,paid_search,US,android,0,67,47,0
365,2024-01-04,848,paid_search,DE,ios,1,103,67,1
366,2024-01-04,848,organic,US,ios,1,65,57,1
367,2024-01-04,848,referral,US,ios,0,63,51,1
368,2024-01-04,848,organic,US,android,1,74,48,1
369,2024-01-04,848,organic,UK,ios,0,76,53,0
370,2024-01-04,848,referral,US,web,0,48,50,1
371,2024-01-04,848,email,US,web,0,45,44,0
372,2024-01-04,848,email,US,ios,1,63,55,1
373,2024-01-04,848,email,US,web,1,75,61,1
374,2024-01-04,848,organic,US,android,1,64,54,1
375,2024-01-04,848,paid_search,US,ios,0,71,57,0
376,2024-01-04,848,organic,US,web,1,69,46,1
377,2024-01-04,848,paid_search,US,ios,1,77,56,1
378,2024-01-04,848,social,US,ios,0,64,52,1
379,2024-01-04,848,email,US,web,1,68,52,1
380,2024-01-04,848,email,DE,web,1,44,40,1
381,2024-01-04,848,paid_search,AU,web,0,54,45,1
382,2024-01-04,848,paid_search,DE,ios,1,74,56,1
383,2024-01-04,848,paid_search,US,web,1,63,47,1
384,2024-01-04,848,paid_search,US,web,1,71,60,1
385,2024-01-04,848,organic,US,web,0,56,46,1
386,2024-01-04,848,paid_search,US,web,1,51,55,0
387,2024-01-04,848,organic,US,ios,0,60,50,1
388,2024-01-04,848,organic,US,android,0,80,60,1
389,2024-01-04,848,email,US,android,0,75,52,1
390,2024-01-04,848,organic,CA,android,1,77,67,1
391,2024-01-04,848,paid_search,US,web,1,62,52,1
392,2024-01-04,848,social,CA,android,1,47,54,1
393,2024-01-04,848,paid_search,US,web,1,77,61,0
394,2024-01-04,848,email,US,web,0,77,62,1
395,2024-01-04,848,email,US,web,1,45,46,0
396,2024-01-04,848,organic,AU,ios,0,66,55,1
397,2024-01-04,848,paid_search,CA,ios,0,74,66,0
398,2024-01-04,848,organic,AU,ios,1,61,56,1
399,2024-01-04,848,email,UK,ios,1,50,49,1
400,2024-01-04,848,organic,DE,web,0,66,54,0
401,2024-01-04,848,referral,CA,android,1,45,48,1
402,2024-01-04,848,referral,US,ios,0,43,42,1
403,2024-01-04,848,referral,US,web,1,79,59,0
404,2024-01-04,848,social,US,web,1,77,54,1
405,2024-01-04,848,paid_search,AU,android,1,70,54,0
406,2024-01-04,848,paid_search,US,ios,1,65,51,1
407,2024-01-04,848,organic,UK,ios,1,65,56,1
408,2024-01-04,848,organic,US,web,1,72,52,1
409,2024-01-04,848,referral,US,web,1,63,58,1
410,2024-01-04,848,paid_search,AU,ios,1,77,56,1
411,2024-01-04,848,email,US,web,0,57,50,0
412,2024-01-04,848,organic,DE,web,0,63,50,0
413,2024-01-04,848,organic,US,ios,1,55,48,0
414,2024-01-04,848,paid_search,US,android,1,67,60,1
415,2024-01-04,848,organic,US,web,1,52,36,1
416,2024-01-04,848,social,US,ios,0,54,54,1
417,2024-01-04,848,organic,US,web,1,56,61,0
418,2024-01-04,848,paid_search,AU,ios,1,63,52,0
419,2024-01-04,848,organic,US,android,1,48,41,1
420,2024-01-04,848,paid_search,US,ios,1,66,64,1
421,2024-01-04,848,paid_search,DE,web,1,60,58,1
422,2024-01-04,848,paid_search,US,android,0,47,37,0
423,2024-01-04,848,email,US,web,1,66,52,1
424,2024-01-04,848,social,US,android,1,51,44,1
425,2024-01-04,848,paid_search,US,ios,1,79,62,1
426,2024-01-04,848,social,UK,android,1,69,59,1
427,2024-01-04,848,social,AU,ios,1,72,60,0
428,2024-01-04,848,email,US,android,1,58,45,1
429,2024-01-04,848,organic,US,android,1,49,44,0
430,2024-01-04,848,social,CA,web,1,72,63,1
431,2024-01-04,848,organic,US,ios,1,74,56,0
432,2024-01-04,848,organic,US,android,1,68,53,1
433,2024-01-04,848,social,US,web,1,58,44,1
434,2024-01-04,848,paid_search,US,android,1,51,44,1
435,2024-01-04,848,referral,UK,android,1,92,73,1
436,2024-01-04,848,paid_search,UK,ios,0,65,45,0
437,2024-01-04,848,organic,US,web,1,65,51,1
438,2024-01-04,848,social,US,android,1,63,55,1
439,2024-01-04,848,paid_search,US,web,1,49,41,1
440,2024-01-04,848,organic,US,web,1,50,48,1
441,2024-01-04,848,paid_search,UK,android,1,68,53,1
442,2024-01-04,848,paid_search,UK,web,1,64,53,1
443,2024-01-04,848,organic,UK,web,1,89,69,1
444,2024-01-04,848,social,US,ios,1,46,46,1
445,2024-01-04,848,paid_search,US,web,1,73,63,1
446,2024-01-04,848,organic,other,web,1,67,51,1
447,2024-01-04,848,paid_search,US,ios,1,71,61,1
448,2024-01-04,848,organic,US,web,1,42,42,1
449,2024-01-04,848,referral,US,web,1,54,46,1
450,2024-01-04,848,paid_search,US,ios,1,81,61,0
451,2024-01-04,848,organic,US,ios,0,53,51,1
452,2024-01-04,848,social,US,web,1,64,48,0
453,2024-01-04,848,organic,CA,web,0,61,54,1
454,2024-01-04,848,email,US,web,1,53,52,1
455,2024-01-04,848,organic,US,ios,0,58,47,1
456,2024-01-04,848,organic,US,web,1,67,48,1
457,2024-01-04,848,email,UK,ios,1,72,65,1
458,2024-01-04,848,email,US,web,1,71,47,1
459,2024-01-04,848,organic,US,web,1,72,57,1
460,2024-01-04,848,paid_search,UK,web,0,68,60,1
461,2024-01-04,848,email,US,web,1,46,39,1
462,2024-01-04,848,organic,AU,ios,0,69,61,1
463,2024-01-04,848,referral,AU,android,0,57,55,0
464,2024-01-04,848,paid_search,US,web,1,79,56,1
465,2024-01-04,848,referral,US,android,0,83,63,1
466,2024-01-04,848,social,US,android,1,70,50,0
467,2024-01-04,848,referral,US,android,1,64,46,1
468,2024-01-04,848,paid_search,US,web,0,67,59,1
469,2024-01-04,848,email,US,android,1,79,63,1
470,2024-01-04,848,paid_search,UK,web,0,51,47,1
471,2024-01-05,847,organic,US,ios,1,72,44,0
472,2024-01-05,847,social,US,ios,0,80,54,1
473,2024-01-05,847,organic,DE,ios,1,65,53,0
474,2024-01-05,847,organic,US,android,0,70,54,0
475,2024-01-05,847,social,CA,web,1,70,53,1
476,2024-01-05,847,referral,US,web,1,77,56,1
477,2024-01-05,847,social,DE,ios,1,65,53,1
478,2024-01-05,847,organic,US,web,1,61,53,0
479,2024-01-05,847,organic,CA,ios,1,60,56,1
480,2024-01-05,847,organic,US,android,1,81,63,0
481,2024-01-05,847,social,US,ios,1,69,59,1
482,2024-01-05,847,organic,UK,web,1,64,47,1
483,2024-01-05,847,referral,US,android,1,53,37,1
484,2024-01-05,847,email,US,android,0,65,55,0
485,2024-01-05,847,referral,US,ios,0,57,50,0
486,2024-01-05,847,paid_search,US,ios,1,80,66,1
487,2024-01-05,847,paid_search,CA,android,0,61,48,1
488,2024-01-05,847,paid_search,other,web,1,67,57,1
489,2024-01-05,847,paid_search,US,web,1,54,53,1
490,2024-01-05,847,referral,US,web,1,64,63,1
491,2024-01-05,847,referral,US,ios,0,59,53,1
492,2024-01-05,847,organic,US,android,1,63,63,1
493,2024-01-05,847,organic,AU,ios,1,54,50,1
494,2024-01-05,847,paid_search,US,web,0,58,47,1
495,2024-01-05,847,organic,US,android,1,60,42,1
496,2024-01-05,847,social,US,web,0,53,47,1
497,2024-01-05,847,social,US,android,1,77,54,1
498,2024-01-05,847,social,US,android,1,66,61,1
499,2024-01-05,847,organic,US,android,1,69,57,0
500,2024-01-05,847,social,UK,web,0,57,48,0
501,2024-01-05,847,organic,US,web,1,43,45,1
502,2024-01-05,847,paid_search,US,web,0,54,43,1
503,2024-01-05,847,social,US,ios,0,76,54,1
504,2024-01-05,847,organic,US,web,1,51,57,1
505,2024-01-05,847,referral,US,android,1,68,56,1
506,2024-01-05,847,organic,US,android,0,69,58,1
507,2024-01-05,847,referral,US,ios,0,76,63,0
508,2024-01-05,847,email,US,ios,1,64,52,1
509,2024-01-05,847,paid_search,US,android,1,72,62,1
510,2024-01-05,847,organic,UK,ios,1,73,51,1
511,2024-01-05,847,organic,US,ios,1,101,65,1
512,2024-01-05,847,social,UK,web,1,75,54,1
513,2024-01-05,847,organic,DE,web,1,70,53,0
514,2024-01-05,847,referral,AU,web,1,64,56,1
515,2024-01-05,847,paid_search,US,ios,0,59,50,1
