user_id,primary_device,acquired_via,market,joined_on,platform,orders_placed,has_ordered
138,web,referral,DE,2024-01-02,desktop,2,1
139,web,organic,US,2024-01-02,desktop,1,1
140,android,organic,US,2024-01-02,mobile,3,1
141,ios,paid_search,UK,2024-01-02,mobile,0,0
142,ios,organic,UK,2024-01-02,mobile,4,1
143,android,organic,DE,2024-01-02,mobile,1,1
144,android,paid_search,UK,2024-01-02,mobile,5,1
145,ios,referral,US,2024-01-02,mobile,3,1
146,ios,organic,US,2024-01-02,mobile,3,1
147,android,email,US,2024-01-02,mobile,1,1
148,web,paid_search,US,2024-01-02,desktop,1,1
149,ios,social,US,2024-01-02,mobile,2,1
150,android,organic,US,2024-01-02,mobile,1,1
151,ios,organic,US,2024-01-02,mobile,2,1
152,ios,organic,US,2024-01-02,mobile,0,0
153,web,email,AU,2024-01-02,desktop,5,1
154,ios,referral,US,2024-01-02,mobile,1,1
155,ios,organic,CA,2024-01-02,mobile,2,1
156,web,paid_search,US,2024-01-02,desktop,3,1
157,ios,paid_search,US,2024-01-02,mobile,1,1
158,web,organic,CA,2024-01-02,desktop,3,1
159,web,email,US,2024-01-02,desktop,3,1
160,ios,social,US,2024-01-02,mobile,0,0
161,web,paid_search,US,2024-01-02,desktop,2,1
162,ios,organic,US,2024-01-02,mobile,0,0
163,web,organic,AU,2024-01-02,desktop,2,1
164,web,paid_search,US,2024-01-02,desktop,0,0
165,web,social,US,2024-01-02,desktop,0,0
166,ios,social,AU,2024-01-02,mobile,1,1
167,web,referral,DE,2024-01-02,desktop,1,1
168,android,social,US,2024-01-02,mobile,1,1
169,ios,referral,UK,2024-01-02,mobile,2,1
170,ios,paid_search,US,2024-01-02,mobile,0,0
171,web,referral,US,2024-01-02,desktop,3,1
172,ios,paid_search,US,2024-01-02,mobile,3,1
173,web,organic,DE,2024-01-02,desktop,3,1
174,ios,referral,US,2024-01-02,mobile,2,1
175,web,organic,US,2024-01-02,desktop,2,1
176,web,organic,other,2024-01-02,desktop,2,1
177,web,paid_search,US,2024-01-02,desktop,3,1
178,web,paid_search,US,2024-01-02,desktop,2,1
179,ios,organic,US,2024-01-02,mobile,2,1
180,web,social,US,2024-01-02,desktop,2,1
181,android,organic,US,2024-01-02,mobile,3,1
182,android,organic,CA,2024-01-02,mobile,1,1
183,android,email,AU,2024-01-02,mobile,1,1
184,android,organic,US,2024-01-02,mobile,0,0
185,web,paid_search,US,2024-01-02,desktop,2,1
186,android,organic,DE,2024-01-02,mobile,1,1
187,ios,email,DE,2024-01-02,mobile,0,0
188,android,organic,UK,2024-01-02,mobile,2,1
189,ios,organic,AU,2024-01-02,mobile,0,0
190,ios,paid_search,US,2024-01-02,mobile,3,1
191,android,organic,US,2024-01-02,mobile,1,1
192,ios,organic,US,2024-01-02,mobile,2,1
193,ios,organic,UK,2024-01-02,mobile,1,1
194,web,paid_search,US,2024-01-02,desktop,2,1
195,ios,email,DE,2024-01-02,mobile,2,1
196,web,paid_search,DE,2024-01-02,desktop,2,1
197,web,referral,US,2024-01-02,desktop,1,1
198,ios,email,US,2024-01-02,mobile,0,0
199,ios,referral,UK,2024-01-02,mobile,2,1
200,android,referral,US,2024-01-02,mobile,1,1
201,web,referral,US,2024-01-02,desktop,5,1
202,web,organic,US,2024-01-02,desktop,5,1
203,web,organic,US,2024-01-02,desktop,2,1
204,ios,organic,US,2024-01-02,mobile,2,1
205,ios,social,US,2024-01-02,mobile,2,1
206,ios,paid_search,US,2024-01-02,mobile,1,1
207,ios,paid_search,US,2024-01-02,mobile,1,1
208,web,referral,AU,2024-01-02,desktop,1,1
209,android,organic,US,2024-01-02,mobile,0,0
210,ios,referral,US,2024-01-02,mobile,2,1
211,ios,paid_search,US,2024-01-02,mobile,1,1
212,web,paid_search,other,2024-01-02,desktop,1,1
213,ios,organic,US,2024-01-02,mobile,0,0
214,ios,organic,US,2024-01-02,mobile,1,1
215,ios,paid_search,UK,2024-01-02,mobile,0,0
216,android,referral,US,2024-01-02,mobile,2,1
217,ios,social,UK,2024-01-02,mobile,1,1
218,android,referral,US,2024-01-02,mobile,1,1
219,ios,paid_search,US,2024-01-02,mobile,2,1
220,web,social,US,2024-01-02,desktop,1,1
221,android,paid_search,US,2024-01-02,mobile,3,1
222,web,organic,AU,2024-01-02,desktop,2,1
223,android,paid_search,CA,2024-01-02,mobile,0,0
224,web,organic,US,2024-01-02,desktop,2,1
225,android,social,US,2024-01-02,mobile,1,1
226,web,email,US,2024-01-02,desktop,2,1
227,web,referral,US,2024-01-02,desktop,0,0
228,web,organic,AU,2024-01-02,desktop,1,1
229,android,paid_search,US,2024-01-02,mobile,3,1
230,ios,social,CA,2024-01-02,mobile,1,1
231,ios,social,US,2024-01-02,mobile,3,1
232,web,organic,US,2024-01-02,desktop,2,1
233,ios,paid_search,US,2024-01-02,mobile,1,1
234,android,paid_search,US,2024-01-02,mobile,0,0
235,web,referral,US,2024-01-02,desktop,4,1
236,ios,referral,US,2024-01-02,mobile,1,1
237,web,social,US,2024-01-02,desktop,2,1
238,ios,organic,US,2024-01-02,mobile,1,1
239,ios,paid_search,US,2024-01-02,mobile,2,1
240,android,referral,US,2024-01-02,mobile,2,1
241,web,organic,US,2024-01-02,desktop,0,0
242,ios,referral,US,2024-01-02,mobile,0,0
243,web,organic,US,2024-01-02,desktop,4,1
244,android,email,US,2024-01-02,mobile,0,0
245,web,email,US,2024-01-02,desktop,0,0
246,web,email,US,2024-01-02,desktop,1,1
247,web,paid_search,CA,2024-01-02,desktop,3,1
248,ios,referral,CA,2024-01-02,mobile,2,1
249,android,paid_search,US,2024-01-02,mobile,1,1
250,ios,organic,CA,2024-01-02,mobile,2,1
251,android,paid_search,US,2024-01-02,mobile,2,1
252,web,referral,US,2024-01-02,desktop,1,1
253,android,organic,US,2024-01-03,mobile,0,0
254,ios,paid_search,other,2024-01-03,mobile,1,1
255,ios,paid_search,US,2024-01-03,mobile,2,1
256,ios,referral,US,2024-01-03,mobile,3,1
257,web,organic,CA,2024-01-03,desktop,1,1
258,web,organic,US,2024-01-03,desktop,1,1
259,web,organic,US,2024-01-03,desktop,3,1
260,android,social,US,2024-01-03,mobile,0,0
261,web,social,DE,2024-01-03,desktop,2,1
262,web,paid_search,US,2024-01-03,desktop,5,1
263,ios,paid_search,US,2024-01-03,mobile,0,0
264,web,paid_search,US,2024-01-03,desktop,4,1
265,web,organic,US,2024-01-03,desktop,2,1
266,web,organic,UK,2024-01-03,desktop,2,1
267,web,paid_search,US,2024-01-03,desktop,1,1
268,android,email,US,2024-01-03,mobile,0,0
269,ios,paid_search,US,2024-01-03,mobile,1,1
270,ios,paid_search,DE,2024-01-03,mobile,2,1
271,ios,referral,US,2024-01-03,mobile,0,0
272,web,paid_search,CA,2024-01-03,desktop,0,0
273,web,organic,US,2024-01-03,desktop,1,1
274,android,paid_search,US,2024-01-03,mobile,2,1
275,ios,organic,UK,2024-01-03,mobile,0,0
276,android,email,US,2024-01-03,mobile,1,1
277,android,email,US,2024-01-03,mobile,2,1
278,web,organic,US,2024-01-03,desktop,1,1
279,android,paid_search,AU,2024-01-03,mobile,2,1
280,ios,organic,US,2024-01-03,mobile,0,0
281,ios,organic,UK,2024-01-03,mobile,0,0
282,ios,organic,US,2024-01-03,mobile,0,0
283,web,organic,AU,2024-01-03,desktop,0,0
284,android,social,UK,2024-01-03,mobile,0,0
285,web,paid_search,US,2024-01-03,desktop,4,1
286,web,social,UK,2024-01-03,desktop,3,1
287,android,email,US,2024-01-03,mobile,3,1
288,android,email,AU,2024-01-03,mobile,1,1
289,web,organic,other,2024-01-03,desktop,1,1
290,web,paid_search,US,2024-01-03,desktop,3,1
291,ios,email,US,2024-01-03,mobile,2,1
292,ios,email,UK,2024-01-03,mobile,0,0
293,android,social,US,2024-01-03,mobile,0,0
294,web,organic,AU,2024-01-03,desktop,3,1
295,ios,paid_search,US,2024-01-03,mobile,1,1
296,ios,organic,US,2024-01-03,mobile,1,1
297,ios,organic,US,2024-01-03,mobile,1,1
298,web,organic,US,2024-01-03,desktop,2,1
299,android,social,US,2024-01-03,mobile,1,1
300,ios,social,US,2024-01-03,mobile,5,1
301,ios,paid_search,US,2024-01-03,mobile,1,1
302,ios,email,US,2024-01-03,mobile,0,0
303,android,social,DE,2024-01-03,mobile,0,0
304,android,paid_search,UK,2024-01-03,mobile,3,1
305,ios,referral,AU,2024-01-03,mobile,2,1
306,web,organic,US,2024-01-03,desktop,2,1
307,web,paid_search,US,2024-01-03,desktop,3,1
308,android,organic,US,2024-01-03,mobile,1,1
309,ios,email,UK,2024-01-03,mobile,2,1
310,web,organic,DE,2024-01-03,desktop,2,1
311,ios,organic,US,2024-01-03,mobile,1,1
312,web,social,US,2024-01-03,desktop,1,1
313,web,email,US,2024-01-03,desktop,0,0
314,ios,referral,US,2024-01-03,mobile,1,1
315,android,organic,UK,2024-01-03,mobile,2,1
316,ios,email,US,2024-01-03,mobile,2,1
317,ios,organic,US,2024-01-03,mobile,1,1
318,ios,organic,UK,2024-01-03,mobile,0,0
319,ios,organic,other,2024-01-03,mobile,2,1
320,ios,organic,US,2024-01-03,mobile,5,1
321,android,paid_search,US,2024-01-03,mobile,2,1
322,android,social,US,2024-01-03,mobile,3,1
323,ios,paid_search,UK,2024-01-03,mobile,3,1
324,ios,paid_search,US,2024-01-03,mobile,1,1
325,android,social,US,2024-01-03,mobile,0,0
326,ios,referral,UK,2024-01-03,mobile,0,0
327,android,organic,US,2024-01-03,mobile,2,1
328,web,paid_search,US,2024-01-03,desktop,1,1
329,web,email,AU,2024-01-03,desktop,3,1
330,ios,organic,UK,2024-01-03,mobile,1,1
331,ios,organic,US,2024-01-03,mobile,0,0
332,web,organic,US,2024-01-03,desktop,4,1
333,android,social,CA,2024-01-03,mobile,1,1
334,web,organic,DE,2024-01-03,desktop,3,1
335,ios,organic,US,2024-01-03,mobile,0,0
336,ios,paid_search,CA,2024-01-03,mobile,2,1
337,web,paid_search,US,2024-01-03,desktop,0,0
338,android,email,US,2024-01-03,mobile,1,1
339,web,paid_search,US,2024-01-03,desktop,2,1
340,ios,referral,US,2024-01-03,mobile,2,1
341,ios,paid_search,US,2024-01-03,mobile,1,1
342,android,paid_search,US,2024-01-03,mobile,1,1
343,web,paid_search,US,2024-01-03,desktop,5,1
344,ios,organic,UK,2024-01-03,mobile,3,1
345,android,organic,US,2024-01-03,mobile,0,0
346,web,organic,US,2024-01-03,desktop,1,1
347,web,organic,CA,2024-01-03,desktop,3,1
348,ios,social,US,2024-01-03,mobile,2,1
349,ios,referral,US,2024-01-03,mobile,2,1
350,android,paid_search,US,2024-01-03,mobile,2,1
351,web,organic,US,2024-01-03,desktop,0,0
352,android,organic,US,2024-01-03,mobile,3,1
353,android,paid_search,US,2024-01-03,mobile,0,0
354,web,paid_search,US,2024-01-03,desktop,2,1
355,web,email,US,2024-01-03,desktop,3,1
356,ios,email,US,2024-01-03,mobile,1,1
357,ios,email,CA,2024-01-03,mobile,0,0
358,web,social,AU,2024-01-03,desktop,1,1
359,ios,referral,other,2024-01-03,mobile,1,1
360,ios,referral,US,2024-01-03,mobile,1,1
361,ios,organic,US,2024-01-03,mobile,3,1
362,android,social,US,2024-01-03,mobile,0,0
363,ios,paid_search,US,2024-01-04,mobile,3,1
364,android,paid_search,US,2024-01-04,mobile,0,0
365,ios,paid_search,DE,2024-01-04,mobile,1,1
366,ios,organic,US,2024-01-04,mobile,2,1
367,ios,referral,US,2024-01-04,mobile,1,1
368,android,organic,US,2024-01-04,mobile,5,1
369,ios,organic,UK,2024-01-04,mobile,0,0
370,web,referral,US,2024-01-04,desktop,1,1
371,web,email,US,2024-01-04,desktop,0,0
372,ios,email,US,2024-01-04,mobile,1,1
373,web,email,US,2024-01-04,desktop,6,1
374,android,organic,US,2024-01-04,mobile,1,1
375,ios,paid_search,US,2024-01-04,mobile,0,0
376,web,organic,US,2024-01-04,desktop,1,1
377,ios,paid_search,US,2024-01-04,mobile,1,1
378,ios,social,US,2024-01-04,mobile,2,1
379,web,email,US,2024-01-04,desktop,1,1
380,web,email,DE,2024-01-04,desktop,2,1
381,web,paid_search,AU,2024-01-04,desktop,1,1
382,ios,paid_search,DE,2024-01-04,mobile,3,1
383,web,paid_search,US,2024-01-04,desktop,1,1
384,web,paid_search,US,2024-01-04,desktop,1,1
385,web,organic,US,2024-01-04,desktop,1,1
386,web,paid_search,US,2024-01-04,desktop,0,0
387,ios,organic,US,2024-01-04,mobile,1,1
388,android,organic,US,2024-01-04,mobile,2,1
389,android,email,US,2024-01-04,mobile,1,1
390,android,organic,CA,2024-01-04,mobile,1,1
391,web,paid_search,US,2024-01-04,desktop,1,1
392,android,social,CA,2024-01-04,mobile,1,1
393,web,paid_search,US,2024-01-04,desktop,0,0
394,web,email,US,2024-01-04,desktop,1,1
395,web,email,US,2024-01-04,desktop,0,0
396,ios,organic,AU,2024-01-04,mobile,1,1
397,ios,paid_search,CA,2024-01-04,mobile,0,0
398,ios,organic,AU,2024-01-04,mobile,1,1
399,ios,email,UK,2024-01-04,mobile,1,1
400,web,organic,DE,2024-01-04,desktop,0,0
401,android,referral,CA,2024-01-04,mobile,2,1
402,ios,referral,US,2024-01-04,mobile,4,1
403,web,referral,US,2024-01-04,desktop,0,0
404,web,social,US,2024-01-04,desktop,2,1
405,android,paid_search,AU,2024-01-04,mobile,0,0
406,ios,paid_search,US,2024-01-04,mobile,1,1
407,ios,organic,UK,2024-01-04,mobile,2,1
408,web,organic,US,2024-01-04,desktop,1,1
409,web,referral,US,2024-01-04,desktop,2,1
410,ios,paid_search,AU,2024-01-04,mobile,1,1
411,web,email,US,2024-01-04,desktop,0,0
412,web,organic,DE,2024-01-04,desktop,0,0
413,ios,organic,US,2024-01-04,mobile,0,0
414,android,paid_search,US,2024-01-04,mobile,1,1
415,web,organic,US,2024-01-04,desktop,2,1
416,ios,social,US,2024-01-04,mobile,1,1
417,web,organic,US,2024-01-04,desktop,0,0
418,ios,paid_search,AU,2024-01-04,mobile,0,0
419,android,organic,US,2024-01-04,mobile,1,1
420,ios,paid_search,US,2024-01-04,mobile,2,1
421,web,paid_search,DE,2024-01-04,desktop,2,1
422,android,paid_search,US,2024-01-04,mobile,0,0
423,web,email,US,2024-01-04,desktop,3,1
424,android,social,US,2024-01-04,mobile,1,1
425,ios,paid_search,US,2024-01-04,mobile,3,1
426,android,social,UK,2024-01-04,mobile,1,1
427,ios,social,AU,2024-01-04,mobile,0,0
428,android,email,US,2024-01-04,mobile,1,1
429,android,organic,US,2024-01-04,mobile,0,0
430,web,social,CA,2024-01-04,desktop,2,1
431,ios,organic,US,2024-01-04,mobile,0,0
432,android,organic,US,2024-01-04,mobile,1,1
433,web,social,US,2024-01-04,desktop,5,1
434,android,paid_search,US,2024-01-04,mobile,2,1
435,android,referral,UK,2024-01-04,mobile,4,1
436,ios,paid_search,UK,2024-01-04,mobile,0,0
437,web,organic,US,2024-01-04,desktop,2,1
438,android,social,US,2024-01-04,mobile,3,1
439,web,paid_search,US,2024-01-04,desktop,1,1
440,web,organic,US,2024-01-04,desktop,2,1
441,android,paid_search,UK,2024-01-04,mobile,2,1
442,web,paid_search,UK,2024-01-04,desktop,2,1
443,web,organic,UK,2024-01-04,desktop,2,1
444,ios,social,US,2024-01-04,mobile,1,1
445,web,paid_search,US,2024-01-04,desktop,2,1
446,web,organic,other,2024-01-04,desktop,5,1
447,ios,paid_search,US,2024-01-04,mobile,2,1
448,web,organic,US,2024-01-04,desktop,3,1
449,web,referral,US,2024-01-04,desktop,2,1
450,ios,paid_search,US,2024-01-04,mobile,0,0
451,ios,organic,US,2024-01-04,mobile,3,1
452,web,social,US,2024-01-04,desktop,0,0
453,web,organic,CA,2024-01-04,desktop,2,1
454,web,email,US,2024-01-04,desktop,2,1
455,ios,organic,US,2024-01-04,mobile,1,1
456,web,organic,US,2024-01-04,desktop,4,1
457,ios,email,UK,2024-01-04,mobile,1,1
458,web,email,US,2024-01-04,desktop,2,1
459,web,organic,US,2024-01-04,desktop,5,1
460,web,paid_search,UK,2024-01-04,desktop,1,1
461,web,email,US,2024-01-04,desktop,1,1
462,ios,organic,AU,2024-01-04,mobile,4,1
463,android,referral,AU,2024-01-04,mobile,0,0
464,web,paid_search,US,2024-01-04,desktop,2,1
465,android,referral,US,2024-01-04,mobile,1,1
466,android,social,US,2024-01-04,mobile,0,0
467,android,referral,US,2024-01-04,mobile,2,1
468,web,paid_search,US,2024-01-04,desktop,2,1
469,android,email,US,2024-01-04,mobile,2,1
470,web,paid_search,UK,2024-01-04,desktop,3,1
471,ios,organic,US,2024-01-05,mobile,0,0
472,ios,social,US,2024-01-05,mobile,1,1
473,ios,organic,DE,2024-01-05,mobile,0,0
474,android,organic,US,2024-01-05,mobile,0,0
475,web,social,CA,2024-01-05,desktop,2,1
476,web,referral,US,2024-01-05,desktop,2,1
477,ios,social,DE,2024-01-05,mobile,3,1
478,web,organic,US,2024-01-05,desktop,0,0
479,ios,organic,CA,2024-01-05,mobile,3,1
480,android,organic,US,2024-01-05,mobile,0,0
481,ios,social,US,2024-01-05,mobile,1,1
482,web,organic,UK,2024-01-05,desktop,2,1
483,android,referral,US,2024-01-05,mobile,1,1
484,android,email,US,2024-01-05,mobile,0,0
485,ios,referral,US,2024-01-05,mobile,0,0
486,ios,paid_search,US,2024-01-05,mobile,3,1
487,android,paid_search,CA,2024-01-05,mobile,1,1
488,web,paid_search,other,2024-01-05,desktop,3,1
489,web,paid_search,US,2024-01-05,desktop,4,1
490,web,referral,US,2024-01-05,desktop,1,1
491,ios,referral,US,2024-01-05,mobile,2,1
492,android,organic,US,2024-01-05,mobile,2,1
493,ios,organic,AU,2024-01-05,mobile,1,1
494,web,paid_search,US,2024-01-05,desktop,1,1
495,android,organic,US,2024-01-05,mobile,1,1
496,web,social,US,2024-01-05,desktop,1,1
497,android,social,US,2024-01-05,mobile,1,1
498,android,social,US,2024-01-05,mobile,1,1
499,android,organic,US,2024-01-05,mobile,0,0
500,web,social,UK,2024-01-05,desktop,0,0
501,web,organic,US,2024-01-05,desktop,2,1
502,web,paid_search,US,2024-01-05,desktop,2,1
503,ios,social,US,2024-01-05,mobile,1,1
504,web,organic,US,2024-01-05,desktop,1,1
505,android,referral,US,2024-01-05,mobile,2,1
506,android,organic,US,2024-01-05,mobile,1,1
507,ios,referral,US,2024-01-05,mobile,0,0
508,ios,email,US,2024-01-05,mobile,2,1
509,android,paid_search,US,2024-01-05,mobile,2,1
510,ios,organic,UK,2024-01-05,mobile,2,1
511,ios,organic,US,2024-01-05,mobile,1,1
512,web,social,UK,2024-01-05,desktop,2,1
513,web,organic,DE,2024-01-05,desktop,0,0
514,web,referral,AU,2024-01-05,desktop,5,1
515,ios,paid_search,US,2024-01-05,mobile,2,1
516,web,referral,DE,2024-01-05,desktop,4,1
517,android,social,UK,2024-01-05,mobile,4,1
518,android,social,US,2024-01-05,mobile,2,1
519,web,organic,US,2024-01-05,desktop,3,1
520,web,social,US,2024-01-05,desktop,3,1
521,ios,social,US,2024-01-05,mobile,0,0
522,web,paid_search,CA,2024-01-05,desktop,4,1
523,web,referral,US,2024-01-05,desktop,3,1
524,web,paid_search,CA,2024-01-05,desktop,1,1
525,ios,paid_search,US,2024-01-05,mobile,0,0
526,ios,paid_search,AU,2024-01-05,mobile,2,1
527,web,social,US,2024-01-05,desktop,0,0
528,android,email,UK,2024-01-05,mobile,1,1
529,web,paid_search,US,2024-01-05,desktop,1,1
530,ios,paid_search,CA,2024-01-05,mobile,4,1
531,web,paid_search,US,2024-01-05,desktop,2,1
532,android,email,US,2024-01-05,mobile,0,0
533,web,organic,US,2024-01-05,desktop,2,1
534,android,email,US,2024-01-05,mobile,1,1
535,ios,referral,US,2024-01-05,mobile,2,1
536,android,paid_search,CA,2024-01-05,mobile,3,1
537,web,referral,US,2024-01-05,desktop,2,1
538,ios,social,US,2024-01-05,mobile,2,1
539,ios,email,US,2024-01-05,mobile,0,0
540,android,paid_search,UK,2024-01-05,mobile,3,1
541,web,social,US,2024-01-05,desktop,0,0
542,ios,paid_search,US,2024-01-05,mobile,1,1
543,android,paid_search,US,2024-01-05,mobile,2,1
544,android,organic,US,2024-01-05,mobile,2,1
545,web,paid_search,US,2024-01-05,desktop,3,1
546,web,organic,US,2024-01-05,desktop,3,1
547,android,email,US,2024-01-05,mobile,1,1
548,web,organic,US,2024-01-05,desktop,4,1
549,ios,social,CA,2024-01-05,mobile,1,1
550,web,email,US,2024-01-05,desktop,1,1
551,android,paid_search,US,2024-01-05,mobile,1,1
552,ios,organic,US,2024-01-05,mobile,1,1
553,ios,paid_search,US,2024-01-05,mobile,0,0
554,web,email,UK,2024-01-05,desktop,0,0
555,android,email,UK,2024-01-05,mobile,2,1
556,web,social,US,2024-01-05,desktop,2,1
557,android,social,other,2024-01-05,mobile,3,1
558,android,paid_search,DE,2024-01-05,mobile,2,1
